,index,src,tar
58345,2,맛집,FOD_B
58346,3,어디,-
58347,4,?,-
58348,1,추평리,LOC_B
58349,2,맛집,FOD_B
58350,3,어디,-
58351,4,?,-
58352,1,원곡리,LOC_B
58353,2,맛집,FOD_B
58354,3,어디야,-
58355,4,?,-
58356,1,유봉리,LOC_B
58357,2,맛집,FOD_B
58358,3,갈래,-
58359,4,?,-
58360,1,가춘리,LOC_B
58361,2,맛집,FOD_B
58362,3,알려줘,-
58363,4,?,-
58364,1,소태면,LOC_B
58365,2,맛집,FOD_B
58366,3,갈래,-
58367,4,?,-
58368,1,오량리,LOC_B
58369,2,맛집,FOD_B
58370,3,어디,-
58371,4,?,-
58372,1,복탄리,LOC_B
58373,2,맛집,FOD_B
58374,3,어디,-
58375,4,?,-
58376,1,덕은리,LOC_B
58377,2,맛집,FOD_B
58378,3,어디,-
58379,4,?,-
58380,1,주치리,LOC_B
58381,2,맛집,FOD_B
58382,3,갈래,-
58383,4,?,-
58384,1,구룡리,LOC_B
58385,2,맛집,FOD_B
58386,3,알려줘,-
58387,4,?,-
58388,1,야동리,LOC_B
58389,2,맛집,FOD_B
58390,3,갈래,-
58391,4,?,-
58392,1,동막리,LOC_B
58393,2,맛집,FOD_B
58394,3,어딨어,-
58395,4,?,-
58396,1,양촌리,LOC_B
58397,2,맛집,FOD_B
58398,3,알려줘,-
58399,4,?,-
58400,1,중청리,LOC_B
58401,2,맛집,FOD_B
58402,3,어디,-
58403,4,?,-
58404,1,교현1동,LOC_B
58405,2,맛집,FOD_B
58406,3,알려줘,-
58407,4,?,-
58408,1,교현2동,LOC_B
58409,2,맛집,FOD_B
58410,3,어디야,-
58411,4,?,-
58412,1,제천시,LOC_B
58413,2,맛집,FOD_B
58414,3,어딨어,-
58415,4,?,-
58416,1,의림동,LOC_B
58417,2,맛집,FOD_B
58418,3,어디야,-
58419,4,?,-
58420,1,서부동,LOC_B
58421,2,맛집,FOD_B
58422,3,갈래,-
58423,4,?,-
58424,1,동현동,LOC_B
58425,2,맛집,FOD_B
58426,3,어디야,-
58427,4,?,-
58428,1,남천동,LOC_B
58429,2,맛집,FOD_B
58430,3,어디,-
58431,4,?,-
58432,1,교동,LOC_B
58433,2,맛집,FOD_B
58434,3,어딨어,-
58435,4,?,-
58436,1,중앙로1가,LOC_B
58437,2,맛집,FOD_B
58438,3,어디,-
58439,4,?,-
58440,1,중앙로2가,LOC_B
58441,2,맛집,FOD_B
58442,3,갈래,-
58443,4,?,-
58444,1,명동,LOC_B
58445,2,맛집,FOD_B
58446,3,알려줘,-
58447,4,?,-
58448,1,화산동,LOC_B
58449,2,맛집,FOD_B
58450,3,어딨어,-
58451,4,?,-
58452,1,영천동,LOC_B
58453,2,맛집,FOD_B
58454,3,어디,-
58455,4,?,-
58456,1,하소동,LOC_B
58457,2,맛집,FOD_B
58458,3,어딨어,-
58459,4,?,-
58460,1,신월동,LOC_B
58461,2,맛집,FOD_B
58462,3,어디야,-
58463,4,?,-
58464,1,청전동,LOC_B
58465,2,맛집,FOD_B
58466,3,어딨어,-
58467,4,?,-
58468,1,모산동,LOC_B
58469,2,맛집,FOD_B
58470,3,갈래,-
58471,4,?,-
58472,1,고암동,LOC_B
58473,2,맛집,FOD_B
58474,3,어디,-
58475,4,?,-
58476,1,장락동,LOC_B
58477,2,맛집,FOD_B
58478,3,갈래,-
58479,4,?,-
58480,1,흑석동,LOC_B
58481,2,맛집,FOD_B
58482,3,알려줘,-
58483,4,?,-
58484,1,두학동,LOC_B
58485,2,맛집,FOD_B
58486,3,알려줘,-
58487,4,?,-
58488,1,고명동,LOC_B
58489,2,맛집,FOD_B
58490,3,갈래,-
58491,4,?,-
58492,1,신백동,LOC_B
58493,2,맛집,FOD_B
58494,3,어디야,-
58495,4,?,-
58496,1,강제동,LOC_B
58497,2,맛집,FOD_B
58498,3,알려줘,-
58499,4,?,-
58500,1,명지동,LOC_B
58501,2,맛집,FOD_B
58502,3,어디,-
58503,4,?,-
58504,1,산곡동,LOC_B
58505,2,맛집,FOD_B
58506,3,어디,-
58507,4,?,-
58508,1,왕암동,LOC_B
58509,2,맛집,FOD_B
58510,3,알려줘,-
58511,4,?,-
58512,1,천남동,LOC_B
58513,2,맛집,FOD_B
58514,3,어디,-
58515,4,?,-
58516,1,신동,LOC_B
58517,2,맛집,FOD_B
58518,3,어딨어,-
58519,4,?,-
58520,1,자작동,LOC_B
58521,2,맛집,FOD_B
58522,3,어디,-
58523,4,?,-
58524,1,대랑동,LOC_B
58525,2,맛집,FOD_B
58526,3,어디,-
58527,4,?,-
58528,1,봉양읍,LOC_B
58529,2,맛집,FOD_B
58530,3,어디,-
58531,4,?,-
58532,1,주포리,LOC_B
58533,2,맛집,FOD_B
58534,3,어디,-
58535,4,?,-
58536,1,장평리,LOC_B
58537,2,맛집,FOD_B
58538,3,알려줘,-
58539,4,?,-
58540,1,미당리,LOC_B
58541,2,맛집,FOD_B
58542,3,어딨어,-
58543,4,?,-
58544,1,명도리,LOC_B
58545,2,맛집,FOD_B
58546,3,갈래,-
58547,4,?,-
58548,1,봉양리,LOC_B
58549,2,맛집,FOD_B
58550,3,어딨어,-
58551,4,?,-
58552,1,명암리,LOC_B
58553,2,맛집,FOD_B
58554,3,갈래,-
58555,4,?,-
58556,1,학산리,LOC_B
58557,2,맛집,FOD_B
58558,3,어디,-
58559,4,?,-
58560,1,옥전리,LOC_B
58561,2,맛집,FOD_B
58562,3,알려줘,-
58563,4,?,-
58564,1,구학리,LOC_B
58565,2,맛집,FOD_B
58566,3,갈래,-
58567,4,?,-
58568,1,팔송리,LOC_B
58569,2,맛집,FOD_B
58570,3,알려줘,-
58571,4,?,-
58572,1,연박리,LOC_B
58573,2,맛집,FOD_B
58574,3,갈래,-
58575,4,?,-
58576,1,원박리,LOC_B
58577,2,맛집,FOD_B
58578,3,어디,-
58579,4,?,-
58580,1,구곡리,LOC_B
58581,2,맛집,FOD_B
58582,3,갈래,-
58583,4,?,-
58584,1,공전리,LOC_B
58585,2,맛집,FOD_B
58586,3,어딨어,-
58587,4,?,-
58588,1,마곡리,LOC_B
58589,2,맛집,FOD_B
58590,3,어디,-
58591,4,?,-
58592,1,삼거리,LOC_B
58593,2,맛집,FOD_B
58594,3,갈래,-
58595,4,?,-
58596,1,금성면,LOC_B
58597,2,맛집,FOD_B
58598,3,알려줘,-
58599,4,?,-
58600,1,구룡리,LOC_B
58601,2,맛집,FOD_B
58602,3,어딨어,-
58603,4,?,-
58604,1,성내리,LOC_B
58605,2,맛집,FOD_B
58606,3,갈래,-
58607,4,?,-
58608,1,월굴리,LOC_B
58609,2,맛집,FOD_B
58610,3,어디,-
58611,4,?,-
58612,1,중전리,LOC_B
58613,2,맛집,FOD_B
58614,3,어딨어,-
58615,4,?,-
58616,1,포전리,LOC_B
58617,2,맛집,FOD_B
58618,3,알려줘,-
58619,4,?,-
58620,1,활산리,LOC_B
58621,2,맛집,FOD_B
58622,3,어딨어,-
58623,4,?,-
58624,1,사곡리,LOC_B
58625,2,맛집,FOD_B
58626,3,알려줘,-
58627,4,?,-
58628,1,적덕리,LOC_B
58629,2,맛집,FOD_B
58630,3,어디,-
58631,4,?,-
58632,1,진리,LOC_B
58633,2,맛집,FOD_B
58634,3,갈래,-
58635,4,?,-
58636,1,월림리,LOC_B
58637,2,맛집,FOD_B
58638,3,갈래,-
58639,4,?,-
58640,1,위림리,LOC_B
58641,2,맛집,FOD_B
58642,3,알려줘,-
58643,4,?,-
58644,1,양화리,LOC_B
58645,2,맛집,FOD_B
58646,3,알려줘,-
58647,4,?,-
58648,1,대장리,LOC_B
58649,2,맛집,FOD_B
58650,3,어디야,-
58651,4,?,-
58652,1,동막리,LOC_B
58653,2,맛집,FOD_B
58654,3,갈래,-
58655,4,?,-
58656,1,청풍면,LOC_B
58657,2,맛집,FOD_B
58658,3,갈래,-
58659,4,?,-
58660,1,읍리,LOC_B
58661,2,맛집,FOD_B
58662,3,어디,-
58663,4,?,-
58664,1,연곡리,LOC_B
58665,2,맛집,FOD_B
58666,3,어디야,-
58667,4,?,-
58668,1,광의리,LOC_B
58669,2,맛집,FOD_B
58670,3,알려줘,-
58671,4,?,-
58672,1,계산리,LOC_B
58673,2,맛집,FOD_B
58674,3,어디,-
58675,4,?,-
58676,1,황석리,LOC_B
58677,2,맛집,FOD_B
58678,3,어딨어,-
58679,4,?,-
58680,1,후산리,LOC_B
58681,2,맛집,FOD_B
58682,3,알려줘,-
58683,4,?,-
58684,1,사오리,LOC_B
58685,2,맛집,FOD_B
58686,3,어딨어,-
58687,4,?,-
58688,1,부산리,LOC_B
58689,2,맛집,FOD_B
58690,3,어딨어,-
58691,4,?,-
58692,1,장선리,LOC_B
58693,2,맛집,FOD_B
58694,3,어디야,-
58695,4,?,-
58696,1,단돈리,LOC_B
58697,2,맛집,FOD_B
58698,3,어디,-
58699,4,?,-
58700,1,방흥리,LOC_B
58701,2,맛집,FOD_B
58702,3,어디야,-
58703,4,?,-
58704,1,오산리,LOC_B
58705,2,맛집,FOD_B
58706,3,어디야,-
58707,4,?,-
58708,1,진목리,LOC_B
58709,2,맛집,FOD_B
58710,3,알려줘,-
58711,4,?,-
58712,1,양평리,LOC_B
58713,2,맛집,FOD_B
58714,3,알려줘,-
58715,4,?,-
58716,1,도곡리,LOC_B
58717,2,맛집,FOD_B
58718,3,갈래,-
58719,4,?,-
58720,1,대류리,LOC_B
58721,2,맛집,FOD_B
58722,3,어딨어,-
58723,4,?,-
58724,1,신리,LOC_B
58725,2,맛집,FOD_B
58726,3,갈래,-
58727,4,?,-
58728,1,용곡리,LOC_B
58729,2,맛집,FOD_B
58730,3,어디,-
58731,4,?,-
58732,1,연론리,LOC_B
58733,2,맛집,FOD_B
58734,3,어디야,-
58735,4,?,-
58736,1,단리,LOC_B
58737,2,맛집,FOD_B
58738,3,어디,-
58739,4,?,-
58740,1,물태리,LOC_B
58741,2,맛집,FOD_B
58742,3,어디야,-
58743,4,?,-
58744,1,도리,LOC_B
58745,2,맛집,FOD_B
58746,3,갈래,-
58747,4,?,-
58748,1,실리곡리,LOC_B
58749,2,맛집,FOD_B
58750,3,어디,-
58751,4,?,-
58752,1,북진리,LOC_B
58753,2,맛집,FOD_B
58754,3,알려줘,-
58755,4,?,-
58756,1,도화리,LOC_B
58757,2,맛집,FOD_B
58758,3,어딨어,-
58759,4,?,-
58760,1,교리,LOC_B
58761,2,맛집,FOD_B
58762,3,어디,-
58763,4,?,-
58764,1,학현리,LOC_B
58765,2,맛집,FOD_B
58766,3,어딨어,-
58767,4,?,-
58768,1,수산면,LOC_B
58769,2,맛집,FOD_B
58770,3,갈래,-
58771,4,?,-
58772,1,수산리,LOC_B
58773,2,맛집,FOD_B
58774,3,알려줘,-
58775,4,?,-
58776,1,내리,LOC_B
58777,2,맛집,FOD_B
58778,3,알려줘,-
58779,4,?,-
58780,1,적곡리,LOC_B
58781,2,맛집,FOD_B
58782,3,어디야,-
58783,4,?,-
58784,1,수곡리,LOC_B
58785,2,맛집,FOD_B
58786,3,갈래,-
58787,4,?,-
58788,1,수리,LOC_B
58789,2,맛집,FOD_B
58790,3,어딨어,-
58791,4,?,-
58792,1,대전리,LOC_B
58793,2,맛집,FOD_B
58794,3,어딨어,-
58795,4,?,-
58796,1,계란리,LOC_B
58797,2,맛집,FOD_B
58798,3,갈래,-
58799,4,?,-
58800,1,괴곡리,LOC_B
58801,2,맛집,FOD_B
58802,3,갈래,-
58803,4,?,-
58804,1,원대리,LOC_B
58805,2,맛집,FOD_B
58806,3,어디,-
58807,4,?,-
58808,1,다불리,LOC_B
58809,2,맛집,FOD_B
58810,3,어디야,-
58811,4,?,-
58812,1,전곡리,LOC_B
58813,2,맛집,FOD_B
58814,3,갈래,-
58815,4,?,-
58816,1,구곡리,LOC_B
58817,2,맛집,FOD_B
58818,3,어디,-
58819,4,?,-
58820,1,도전리,LOC_B
58821,2,맛집,FOD_B
58822,3,어디야,-
58823,4,?,-
58824,1,율지리,LOC_B
58825,2,맛집,FOD_B
58826,3,갈래,-
58827,4,?,-
58828,1,지곡리,LOC_B
58829,2,맛집,FOD_B
58830,3,알려줘,-
58831,4,?,-
58832,1,서곡리,LOC_B
58833,2,맛집,FOD_B
58834,3,어딨어,-
58835,4,?,-
58836,1,오티리,LOC_B
58837,2,맛집,FOD_B
58838,3,갈래,-
58839,4,?,-
58840,1,성리,LOC_B
58841,2,맛집,FOD_B
58842,3,갈래,-
58843,4,?,-
58844,1,상천리,LOC_B
58845,2,맛집,FOD_B
58846,3,갈래,-
58847,4,?,-
58848,1,하천리,LOC_B
58849,2,맛집,FOD_B
58850,3,어딨어,-
58851,4,?,-
58852,1,능강리,LOC_B
58853,2,맛집,FOD_B
58854,3,어딨어,-
58855,4,?,-
58856,1,고명리,LOC_B
58857,2,맛집,FOD_B
58858,3,갈래,-
58859,4,?,-
58860,1,덕산면,LOC_B
58861,2,맛집,FOD_B
58862,3,갈래,-
58863,4,?,-
58864,1,도전리,LOC_B
58865,2,맛집,FOD_B
58866,3,알려줘,-
58867,4,?,-
58868,1,성암리,LOC_B
58869,2,맛집,FOD_B
58870,3,어딨어,-
58871,4,?,-
58872,1,신현리,LOC_B
58873,2,맛집,FOD_B
58874,3,알려줘,-
58875,4,?,-
58876,1,수산리,LOC_B
58877,2,맛집,FOD_B
58878,3,어디,-
58879,4,?,-
58880,1,월악리,LOC_B
58881,2,맛집,FOD_B
58882,3,어딨어,-
58883,4,?,-
58884,1,도기리,LOC_B
58885,2,맛집,FOD_B
58886,3,갈래,-
58887,4,?,-
58888,1,선고리,LOC_B
58889,2,맛집,FOD_B
58890,3,어디,-
58891,4,?,-
58892,1,한수면,LOC_B
58893,2,맛집,FOD_B
58894,3,어디,-
58895,4,?,-
58896,1,황강리,LOC_B
58897,2,맛집,FOD_B
58898,3,어딨어,-
58899,4,?,-
58900,1,서창리,LOC_B
58901,2,맛집,FOD_B
58902,3,알려줘,-
58903,4,?,-
58904,1,덕곡리,LOC_B
58905,2,맛집,FOD_B
58906,3,어디,-
58907,4,?,-
58908,1,한천리,LOC_B
58909,2,맛집,FOD_B
58910,3,갈래,-
58911,4,?,-
58912,1,역리,LOC_B
58913,2,맛집,FOD_B
58914,3,어디야,-
58915,4,?,-
58916,1,북노리,LOC_B
58917,2,맛집,FOD_B
58918,3,알려줘,-
58919,4,?,-
58920,1,상노리,LOC_B
58921,2,맛집,FOD_B
58922,3,알려줘,-
58923,4,?,-
58924,1,탄지리,LOC_B
58925,2,맛집,FOD_B
58926,3,어디야,-
58927,4,?,-
58928,1,복평리,LOC_B
58929,2,맛집,FOD_B
58930,3,어딨어,-
58931,4,?,-
58932,1,송계리,LOC_B
58933,2,맛집,FOD_B
58934,3,어디,-
58935,4,?,-
58936,1,백운면,LOC_B
58937,2,맛집,FOD_B
58938,3,갈래,-
58939,4,?,-
58940,1,평동리,LOC_B
58941,2,맛집,FOD_B
58942,3,어딨어,-
58943,4,?,-
58944,1,운학리,LOC_B
58945,2,맛집,FOD_B
58946,3,어딨어,-
58947,4,?,-
58948,1,덕동리,LOC_B
58949,2,맛집,FOD_B
58950,3,알려줘,-
58951,4,?,-
58952,1,화당리,LOC_B
58953,2,맛집,FOD_B
58954,3,갈래,-
58955,4,?,-
58956,1,도곡리,LOC_B
58957,2,맛집,FOD_B
58958,3,어디,-
58959,4,?,-
58960,1,방학리,LOC_B
58961,2,맛집,FOD_B
58962,3,알려줘,-
58963,4,?,-
58964,1,모정리,LOC_B
58965,2,맛집,FOD_B
58966,3,알려줘,-
58967,4,?,-
58968,1,애련리,LOC_B
58969,2,맛집,FOD_B
58970,3,알려줘,-
58971,4,?,-
58972,1,원월리,LOC_B
58973,2,맛집,FOD_B
58974,3,어디야,-
58975,4,?,-
58976,1,봉양면,LOC_B
58977,2,맛집,FOD_B
58978,3,알려줘,-
58979,4,?,-
58980,1,주포리,LOC_B
58981,2,맛집,FOD_B
58982,3,어딨어,-
58983,4,?,-
58984,1,장평리,LOC_B
58985,2,맛집,FOD_B
58986,3,알려줘,-
58987,4,?,-
58988,1,미당리,LOC_B
58989,2,맛집,FOD_B
58990,3,어디야,-
58991,4,?,-
58992,1,명도리,LOC_B
58993,2,맛집,FOD_B
58994,3,어디,-
58995,4,?,-
58996,1,봉양리,LOC_B
58997,2,맛집,FOD_B
58998,3,어디,-
58999,4,?,-
59000,1,명암리,LOC_B
59001,2,맛집,FOD_B
59002,3,어디,-
59003,4,?,-
59004,1,학산리,LOC_B
59005,2,맛집,FOD_B
59006,3,알려줘,-
59007,4,?,-
59008,1,옥전리,LOC_B
59009,2,맛집,FOD_B
59010,3,어딨어,-
59011,4,?,-
59012,1,구학리,LOC_B
59013,2,맛집,FOD_B
59014,3,갈래,-
59015,4,?,-
59016,1,팔송리,LOC_B
59017,2,맛집,FOD_B
59018,3,어딨어,-
59019,4,?,-
59020,1,연박리,LOC_B
59021,2,맛집,FOD_B
59022,3,어디,-
59023,4,?,-
59024,1,원박리,LOC_B
59025,2,맛집,FOD_B
59026,3,갈래,-
59027,4,?,-
59028,1,구곡리,LOC_B
59029,2,맛집,FOD_B
59030,3,어디,-
59031,4,?,-
59032,1,공전리,LOC_B
59033,2,맛집,FOD_B
59034,3,어딨어,-
59035,4,?,-
59036,1,마곡리,LOC_B
59037,2,맛집,FOD_B
59038,3,어딨어,-
59039,4,?,-
59040,1,삼거리,LOC_B
59041,2,맛집,FOD_B
59042,3,어디야,-
59043,4,?,-
59044,1,송학면,LOC_B
59045,2,맛집,FOD_B
59046,3,어디야,-
59047,4,?,-
59048,1,무도리,LOC_B
59049,2,맛집,FOD_B
59050,3,어디야,-
59051,4,?,-
59052,1,장곡리,LOC_B
59053,2,맛집,FOD_B
59054,3,어디,-
59055,4,?,-
59056,1,입석리,LOC_B
59057,2,맛집,FOD_B
59058,3,갈래,-
59059,4,?,-
59060,1,시곡리,LOC_B
59061,2,맛집,FOD_B
59062,3,어디,-
59063,4,?,-
59064,1,도화리,LOC_B
59065,2,맛집,FOD_B
59066,3,어디,-
59067,4,?,-
59068,1,포전리,LOC_B
59069,2,맛집,FOD_B
59070,3,알려줘,-
59071,4,?,-
59072,1,송한리,LOC_B
59073,2,맛집,FOD_B
59074,3,어딨어,-
59075,4,?,-
59076,1,오미리,LOC_B
59077,2,맛집,FOD_B
59078,3,어디,-
59079,4,?,-
59080,1,중앙동,LOC_B
59081,2,맛집,FOD_B
59082,3,갈래,-
59083,4,?,-
59084,1,명서동,LOC_B
59085,2,맛집,FOD_B
59086,3,어딨어,-
59087,4,?,-
59088,1,용두동,LOC_B
59089,2,맛집,FOD_B
59090,3,어딨어,-
59091,4,?,-
59092,1,화산1동,LOC_B
59093,2,맛집,FOD_B
59094,3,알려줘,-
59095,4,?,-
59096,1,화산2동,LOC_B
59097,2,맛집,FOD_B
59098,3,알려줘,-
59099,4,?,-
59100,1,영천1동,LOC_B
59101,2,맛집,FOD_B
59102,3,어딨어,-
59103,4,?,-
59104,1,영천2동,LOC_B
59105,2,맛집,FOD_B
59106,3,갈래,-
59107,4,?,-
59108,1,청원군,LOC_B
59109,2,맛집,FOD_B
59110,3,어디야,-
59111,4,?,-
59112,1,강서면,LOC_B
59113,2,맛집,FOD_B
59114,3,갈래,-
59115,4,?,-
59116,1,용정리,LOC_B
59117,2,맛집,FOD_B
59118,3,어디야,-
59119,4,?,-
59120,1,석곡리,LOC_B
59121,2,맛집,FOD_B
59122,3,어디야,-
59123,4,?,-
59124,1,휴암리,LOC_B
59125,2,맛집,FOD_B
59126,3,갈래,-
59127,4,?,-
59128,1,신전리,LOC_B
59129,2,맛집,FOD_B
59130,3,갈래,-
59131,4,?,-
59132,1,현암리,LOC_B
59133,2,맛집,FOD_B
59134,3,갈래,-
59135,4,?,-
59136,1,동막리,LOC_B
59137,2,맛집,FOD_B
59138,3,어딨어,-
59139,4,?,-
59140,1,수의리,LOC_B
59141,2,맛집,FOD_B
59142,3,어딨어,-
59143,4,?,-
59144,1,지동리,LOC_B
59145,2,맛집,FOD_B
59146,3,갈래,-
59147,4,?,-
59148,1,서촌리,LOC_B
59149,2,맛집,FOD_B
59150,3,알려줘,-
59151,4,?,-
59152,1,신성리,LOC_B
59153,2,맛집,FOD_B
59154,3,어디,-
59155,4,?,-
59156,1,평리,LOC_B
59157,2,맛집,FOD_B
59158,3,어딨어,-
59159,4,?,-
59160,1,신대리,LOC_B
59161,2,맛집,FOD_B
59162,3,어딨어,-
59163,4,?,-
59164,1,남촌리,LOC_B
59165,2,맛집,FOD_B
59166,3,알려줘,-
59167,4,?,-
59168,1,내곡리,LOC_B
59169,2,맛집,FOD_B
59170,3,알려줘,-
59171,4,?,-
59172,1,상신리,LOC_B
59173,2,맛집,FOD_B
59174,3,어디,-
59175,4,?,-
59176,1,원평리,LOC_B
59177,2,맛집,FOD_B
59178,3,어딨어,-
59179,4,?,-
59180,1,문암리,LOC_B
59181,2,맛집,FOD_B
59182,3,알려줘,-
59183,4,?,-
59184,1,송절리,LOC_B
59185,2,맛집,FOD_B
59186,3,어디,-
59187,4,?,-
59188,1,화계리,LOC_B
59189,2,맛집,FOD_B
59190,3,어딨어,-
59191,4,?,-
59192,1,외북리,LOC_B
59193,2,맛집,FOD_B
59194,3,갈래,-
59195,4,?,-
59196,1,향정리,LOC_B
59197,2,맛집,FOD_B
59198,3,갈래,-
59199,4,?,-
59200,1,비하리,LOC_B
59201,2,맛집,FOD_B
59202,3,갈래,-
59203,4,?,-
59204,1,사주면,LOC_B
59205,2,맛집,FOD_B
59206,3,어딨어,-
59207,4,?,-
59208,1,사천리,LOC_B
59209,2,맛집,FOD_B
59210,3,어딨어,-
59211,4,?,-
59212,1,율양리,LOC_B
59213,2,맛집,FOD_B
59214,3,알려줘,-
59215,4,?,-
59216,1,명암리,LOC_B
59217,2,맛집,FOD_B
59218,3,어딨어,-
59219,4,?,-
59220,1,용정리,LOC_B
59221,2,맛집,FOD_B
59222,3,어딨어,-
59223,4,?,-
59224,1,용암리,LOC_B
59225,2,맛집,FOD_B
59226,3,갈래,-
59227,4,?,-
59228,1,산남리,LOC_B
59229,2,맛집,FOD_B
59230,3,어딨어,-
59231,4,?,-
59232,1,분평리,LOC_B
59233,2,맛집,FOD_B
59234,3,어디,-
59235,4,?,-
59236,1,미평리,LOC_B
59237,2,맛집,FOD_B
59238,3,어디야,-
59239,4,?,-
59240,1,농촌리,LOC_B
59241,2,맛집,FOD_B
59242,3,어딨어,-
59243,4,?,-
59244,1,가경리,LOC_B
59245,2,맛집,FOD_B
59246,3,어디,-
59247,4,?,-
59248,1,개신리,LOC_B
59249,2,맛집,FOD_B
59250,3,어디야,-
59251,4,?,-
59252,1,사창리,LOC_B
59253,2,맛집,FOD_B
59254,3,어디,-
59255,4,?,-
59256,1,신봉리,LOC_B
59257,2,맛집,FOD_B
59258,3,어딨어,-
59259,4,?,-
59260,1,복명리,LOC_B
59261,2,맛집,FOD_B
59262,3,갈래,-
59263,4,?,-
59264,1,복대리,LOC_B
59265,2,맛집,FOD_B
59266,3,어디야,-
59267,4,?,-
59268,1,송정리,LOC_B
59269,2,맛집,FOD_B
59270,3,어디,-
59271,4,?,-
59272,1,내수읍,LOC_B
59273,2,맛집,FOD_B
59274,3,어디,-
59275,4,?,-
59276,1,내수리,LOC_B
59277,2,맛집,FOD_B
59278,3,어디야,-
59279,4,?,-
59280,1,마산리,LOC_B
59281,2,맛집,FOD_B
59282,3,갈래,-
59283,4,?,-
59284,1,풍정리,LOC_B
59285,2,맛집,FOD_B
59286,3,어디야,-
59287,4,?,-
59288,1,덕암리,LOC_B
59289,2,맛집,FOD_B
59290,3,어딨어,-
59291,4,?,-
59292,1,도원리,LOC_B
59293,2,맛집,FOD_B
59294,3,어디야,-
59295,4,?,-
59296,1,형동리,LOC_B
59297,2,맛집,FOD_B
59298,3,갈래,-
59299,4,?,-
59300,1,세교리,LOC_B
59301,2,맛집,FOD_B
59302,3,어디,-
59303,4,?,-
59304,1,비상리,LOC_B
59305,2,맛집,FOD_B
59306,3,어디야,-
59307,4,?,-
59308,1,저곡리,LOC_B
59309,2,맛집,FOD_B
59310,3,어딨어,-
59311,4,?,-
59312,1,우산리,LOC_B
59313,2,맛집,FOD_B
59314,3,어디,-
59315,4,?,-
59316,1,초정리,LOC_B
59317,2,맛집,FOD_B
59318,3,알려줘,-
59319,4,?,-
59320,1,비중리,LOC_B
59321,2,맛집,FOD_B
59322,3,알려줘,-
59323,4,?,-
59324,1,구성리,LOC_B
59325,2,맛집,FOD_B
59326,3,어디야,-
59327,4,?,-
59328,1,국동리,LOC_B
59329,2,맛집,FOD_B
59330,3,갈래,-
59331,4,?,-
59332,1,묵방리,LOC_B
59333,2,맛집,FOD_B
59334,3,어디,-
59335,4,?,-
59336,1,은곡리,LOC_B
59337,2,맛집,FOD_B
59338,3,어디,-
59339,4,?,-
59340,1,원통리,LOC_B
59341,2,맛집,FOD_B
59342,3,알려줘,-
59343,4,?,-
59344,1,신안리,LOC_B
59345,2,맛집,FOD_B
59346,3,알려줘,-
59347,4,?,-
59348,1,입동리,LOC_B
59349,2,맛집,FOD_B
59350,3,갈래,-
59351,4,?,-
59352,1,입상리,LOC_B
59353,2,맛집,FOD_B
59354,3,어딨어,-
59355,4,?,-
59356,1,학평리,LOC_B
59357,2,맛집,FOD_B
59358,3,어디야,-
59359,4,?,-
59360,1,오창읍,LOC_B
59361,2,맛집,FOD_B
59362,3,어딨어,-
59363,4,?,-
59364,1,여천리,LOC_B
59365,2,맛집,FOD_B
59366,3,어디,-
59367,4,?,-
59368,1,화산리(華山),LOC_B
59369,2,맛집,FOD_B
59370,3,갈래,-
59371,4,?,-
59372,1,유리,LOC_B
59373,2,맛집,FOD_B
59374,3,어디,-
59375,4,?,-
59376,1,일신리,LOC_B
59377,2,맛집,FOD_B
59378,3,어디야,-
59379,4,?,-
59380,1,모정리,LOC_B
59381,2,맛집,FOD_B
59382,3,어디야,-
59383,4,?,-
59384,1,학소리,LOC_B
59385,2,맛집,FOD_B
59386,3,어디야,-
59387,4,?,-
59388,1,원리,LOC_B
59389,2,맛집,FOD_B
59390,3,알려줘,-
59391,4,?,-
59392,1,복현리,LOC_B
59393,2,맛집,FOD_B
59394,3,알려줘,-
59395,4,?,-
59396,1,양지리,LOC_B
59397,2,맛집,FOD_B
59398,3,어디야,-
59399,4,?,-
59400,1,장대리,LOC_B
59401,2,맛집,FOD_B
59402,3,알려줘,-
59403,4,?,-
59404,1,창리,LOC_B
59405,2,맛집,FOD_B
59406,3,어디야,-
59407,4,?,-
59408,1,주성리,LOC_B
59409,2,맛집,FOD_B
59410,3,어디,-
59411,4,?,-
59412,1,송대리,LOC_B
59413,2,맛집,FOD_B
59414,3,어딨어,-
59415,4,?,-
59416,1,도암리,LOC_B
59417,2,맛집,FOD_B
59418,3,어디야,-
59419,4,?,-
59420,1,괴정리,LOC_B
59421,2,맛집,FOD_B
59422,3,갈래,-
59423,4,?,-
59424,1,가곡리,LOC_B
59425,2,맛집,FOD_B
59426,3,어디야,-
59427,4,?,-
59428,1,석우리,LOC_B
59429,2,맛집,FOD_B
59430,3,어딨어,-
59431,4,?,-
59432,1,상평리,LOC_B
59433,2,맛집,FOD_B
59434,3,갈래,-
59435,4,?,-
59436,1,기암리,LOC_B
59437,2,맛집,FOD_B
59438,3,알려줘,-
59439,4,?,-
59440,1,탑리,LOC_B
59441,2,맛집,FOD_B
59442,3,어딨어,-
59443,4,?,-
59444,1,농소리,LOC_B
59445,2,맛집,FOD_B
59446,3,알려줘,-
59447,4,?,-
59448,1,신평리,LOC_B
59449,2,맛집,FOD_B
59450,3,어디야,-
59451,4,?,-
59452,1,중신리,LOC_B
59453,2,맛집,FOD_B
