,index,src,tar
2478,2,정치,NWS_I
2479,3,뉴스는,NWS_B
2480,4,머머,-
2481,5,있어?,-
2482,1,오늘의,DAT_B
2483,2,뉴스는,NWS_B
2484,3,머가,-
2485,4,있어?,-
2486,1,경제,NWS_I
2487,2,뉴스,NWS_B
2488,3,머머,-
2489,4,있어?,-
2490,1,오늘의,DAT_B
2491,2,세계,NWS_I
2492,3,뉴스는,NWS_B
2493,1,오늘의,DAT_B
2494,2,IT/과학,NWS_I
2495,3,뉴스는,NWS_B
2496,4,좀,-
2497,5,알려줘,-
2498,1,어제의,DAT_B
2499,2,사회,NWS_I
2500,3,뉴스는,NWS_B
2501,4,머가,-
2502,5,있어?,-
2503,1,오늘의,DAT_B
2504,2,사회,NWS_I
2505,3,뉴스,NWS_B
2506,4,머가,-
2507,5,있어?,-
2508,1,오늘의,DAT_B
2509,2,과학,NWS_I
2510,3,뉴스,NWS_B
2511,1,생활,NWS_I
2512,2,뉴스,NWS_B
2513,1,어제의,DAT_B
2514,2,뉴스는,NWS_B
2515,3,좀,-
2516,4,알려줘,-
2517,1,어제의,DAT_B
2518,2,뉴스는,NWS_B
2519,3,머가,-
2520,4,있어?,-
2521,1,문화,NWS_I
2522,2,뉴스는,NWS_B
2523,3,머가,-
2524,4,있어?,-
2525,1,어제의,DAT_B
2526,2,뉴스는,NWS_B
2527,3,머가,-
2528,4,있어?,-
2529,1,어제의,DAT_B
2530,2,과학,NWS_I
2531,3,뉴스는,NWS_B
2532,1,오늘의,DAT_B
2533,2,문화,NWS_I
2534,3,뉴스,NWS_B
2535,4,좀,-
2536,5,알려줘,-
2537,1,정치,NWS_I
2538,2,뉴스는,NWS_B
2539,3,새로,-
2540,4,나온거,-
2541,5,있어?,-
2542,1,오늘의,DAT_B
2543,2,뉴스,NWS_B
2544,3,머가,-
2545,4,있어?,-
2546,1,어제의,DAT_B
2547,2,문화,NWS_I
2548,3,뉴스,NWS_B
2549,4,머머,-
2550,5,있어?,-
2551,1,오늘의,DAT_B
2552,2,뉴스는,NWS_B
2553,3,머가,-
2554,4,있어?,-
2555,1,어제의,DAT_B
2556,2,세계,NWS_I
2557,3,뉴스는,NWS_B
2558,4,머머,-
2559,5,있어?,-
2560,1,사회,NWS_I
2561,2,뉴스,NWS_B
2562,3,새로,-
2563,4,나온거,-
2564,5,있어?,-
2565,1,오늘의,DAT_B
2566,2,사회,NWS_I
2567,3,뉴스,NWS_B
2568,4,머가,-
2569,5,있어?,-
2570,1,어제의,DAT_B
2571,2,IT,NWS_I
2572,3,뉴스는,NWS_B
2573,4,머머,-
2574,5,있어?,-
2575,1,IT,NWS_I
2576,2,뉴스는,NWS_B
2577,3,머머,-
2578,4,있어?,-
2579,1,생활,NWS_I
2580,2,뉴스,NWS_B
2581,3,머머,-
2582,4,있어?,-
2583,1,생활/문화,NWS_I
2584,2,뉴스는,NWS_B
2585,3,새로,-
2586,4,나온거,-
2587,5,있어?,-
2588,1,오늘의,DAT_B
2589,2,경제,NWS_I
2590,3,뉴스는,NWS_B
2591,4,알려줘.,-
2592,1,오늘의,DAT_B
2593,2,생활/문화,NWS_I
2594,3,뉴스,NWS_B
2595,4,좀,-
2596,5,알려줘,-
2597,1,오늘의,DAT_B
2598,2,IT/과학,NWS_I
2599,3,뉴스,NWS_B
2600,4,좀,-
2601,5,알려줘,-
2602,1,오늘의,DAT_B
2603,2,IT,NWS_I
2604,3,뉴스는,NWS_B
2605,4,머가,-
2606,5,있어?,-
2607,1,어제의,DAT_B
2608,2,과학,NWS_I
2609,3,뉴스는,NWS_B
2610,4,머가,-
2611,5,있어?,-
2612,1,오늘의,DAT_B
2613,2,IT,NWS_I
2614,3,뉴스,NWS_B
2615,4,머가,-
2616,5,있어?,-
2617,1,어제의,DAT_B
2618,2,생활/문화,NWS_I
2619,3,뉴스,NWS_B
2620,4,좀,-
2621,1,오늘의,DAT_B
2622,2,경제,NWS_I
2623,3,뉴스는,NWS_B
2624,4,머머,-
2625,5,있어?,-
2626,1,IT/과학,NWS_I
2627,2,뉴스는,NWS_B
2628,3,좀,-
2629,1,IT,NWS_I
2630,2,뉴스,NWS_B
2631,3,머가,-
2632,4,있어?,-
2633,1,오늘의,DAT_B
2634,2,뉴스,NWS_B
2635,3,좀,-
2636,1,생활/문화,NWS_I
2637,2,뉴스,NWS_B
2638,3,좀,-
2639,1,어제의,DAT_B
2640,2,생활,NWS_I
2641,3,뉴스,NWS_B
2642,4,머머,-
2643,5,있어?,-
2644,1,오늘의,DAT_B
2645,2,정치,NWS_I
2646,3,뉴스,NWS_B
2647,4,좀,-
2648,1,어제의,DAT_B
2649,2,뉴스는,NWS_B
2650,3,새로,-
2651,4,나온거,-
2652,5,있어?,-
2653,1,사회,NWS_I
2654,2,뉴스는,NWS_B
2655,3,좀,-
2656,4,알려줘,-
2657,1,생활/문화,NWS_I
2658,2,뉴스,NWS_B
2659,3,머머,-
2660,4,있어?,-
2661,1,오늘의,DAT_B
2662,2,IT,NWS_I
2663,3,뉴스,NWS_B
2664,4,좀,-
2665,1,오늘의,DAT_B
2666,2,생활/문화,NWS_I
2667,3,뉴스는,NWS_B
2668,4,머가,-
2669,5,있어?,-
2670,1,오늘의,DAT_B
2671,2,뉴스는,NWS_B
2672,1,문화,NWS_I
2673,2,뉴스는,NWS_B
2674,3,알려줘.,-
2675,1,사회,NWS_I
2676,2,뉴스,NWS_B
2677,3,좀,-
2678,4,알려줘,-
2679,1,생활/문화,NWS_I
2680,2,뉴스,NWS_B
2681,1,문화,NWS_I
2682,2,뉴스,NWS_B
2683,3,머머,-
2684,4,있어?,-
2685,1,오늘의,DAT_B
2686,2,경제,NWS_I
2687,3,뉴스,NWS_B
2688,4,머머,-
2689,5,있어?,-
2690,1,IT/과학,NWS_I
2691,2,뉴스는,NWS_B
2692,1,오늘의,DAT_B
2693,2,과학,NWS_I
2694,3,뉴스는,NWS_B
2695,4,새로,-
2696,5,나온거,-
2697,6,있어?,-
2698,1,생활,NWS_I
2699,2,뉴스는,NWS_B
2700,1,어제의,DAT_B
2701,2,사회,NWS_I
2702,3,뉴스,NWS_B
2703,4,머가,-
2704,5,있어?,-
2705,1,어제의,DAT_B
2706,2,IT/과학,NWS_I
2707,3,뉴스는,NWS_B
2708,4,머가,-
2709,5,있어?,-
2710,1,어제의,DAT_B
2711,2,생활,NWS_I
2712,3,뉴스,NWS_B
2713,4,좀,-
2714,1,생활/문화,NWS_I
2715,2,뉴스는,NWS_B
2716,3,좀,-
2717,1,IT/과학,NWS_I
2718,2,뉴스는,NWS_B
2719,3,알려줘.,-
2720,1,오늘의,DAT_B
2721,2,생활/문화,NWS_I
2722,3,뉴스는,NWS_B
2723,4,머머,-
2724,5,있어?,-
2725,1,오늘의,DAT_B
2726,2,IT,NWS_I
2727,3,뉴스,NWS_B
2728,4,머가,-
2729,5,있어?,-
2730,1,과학,NWS_I
2731,2,뉴스,NWS_B
2732,3,새로,-
2733,4,나온거,-
2734,5,있어?,-
2735,1,어제의,DAT_B
2736,2,문화,NWS_I
2737,3,뉴스,NWS_B
2738,4,머머,-
2739,5,있어?,-
2740,1,IT,NWS_I
2741,2,뉴스는,NWS_B
2742,3,머가,-
2743,4,있어?,-
2744,1,IT/과학,NWS_I
2745,2,뉴스,NWS_B
2746,3,머가,-
2747,4,있어?,-
2748,1,문화,NWS_I
2749,2,뉴스는,NWS_B
2750,3,머머,-
2751,4,있어?,-
2752,1,IT,NWS_I
2753,2,뉴스는,NWS_B
2754,3,좀,-
2755,1,오늘의,DAT_B
2756,2,생활/문화,NWS_I
2757,3,뉴스,NWS_B
2758,4,새로,-
2759,5,나온거,-
2760,6,있어?,-
2761,1,오늘의,DAT_B
2762,2,IT,NWS_I
2763,3,뉴스는,NWS_B
2764,4,좀,-
2765,5,알려줘,-
2766,1,오늘의,DAT_B
2767,2,IT,NWS_I
2768,3,뉴스는,NWS_B
2769,4,새로,-
2770,5,나온거,-
2771,6,있어?,-
2772,1,어제의,DAT_B
2773,2,생활/문화,NWS_I
2774,3,뉴스는,NWS_B
2775,1,어제의,DAT_B
2776,2,과학,NWS_I
2777,3,뉴스는,NWS_B
2778,1,생활,NWS_I
2779,2,뉴스는,NWS_B
2780,3,좀,-
2781,1,어제의,DAT_B
2782,2,사회,NWS_I
2783,3,뉴스는,NWS_B
2784,4,좀,-
2785,5,알려줘,-
2786,1,정치,NWS_I
2787,2,뉴스,NWS_B
2788,3,좀,-
2789,1,오늘의,DAT_B
2790,2,정치,NWS_I
2791,3,뉴스,NWS_B
2792,4,머가,-
2793,5,있어?,-
2794,1,IT,NWS_I
2795,2,뉴스,NWS_B
2796,3,머가,-
2797,4,있어?,-
2798,1,문화,NWS_I
2799,2,뉴스는,NWS_B
2800,3,좀,-
2801,4,알려줘,-
2802,1,어제의,DAT_B
2803,2,세계,NWS_I
2804,3,뉴스,NWS_B
2805,4,새로,-
2806,5,나온거,-
2807,6,있어?,-
2808,1,생활/문화,NWS_I
2809,2,뉴스,NWS_B
2810,3,머가,-
2811,4,있어?,-
2812,1,생활,NWS_I
2813,2,뉴스는,NWS_B
2814,3,새로,-
2815,4,나온거,-
2816,5,있어?,-
2817,1,오늘의,DAT_B
2818,2,IT/과학,NWS_I
2819,3,뉴스,NWS_B
2820,4,새로,-
2821,5,나온거,-
2822,6,있어?,-
2823,1,사회,NWS_I
2824,2,뉴스는,NWS_B
2825,3,좀,-
2826,4,알려줘,-
2827,1,오늘의,DAT_B
2828,2,세계,NWS_I
2829,3,뉴스는,NWS_B
2830,4,알려줘.,-
2831,1,정치,NWS_I
2832,2,뉴스는,NWS_B
2833,3,머머,-
2834,4,있어?,-
2835,1,세계,NWS_I
2836,2,뉴스는,NWS_B
2837,3,좀,-
2838,1,문화,NWS_I
2839,2,뉴스,NWS_B
2840,3,좀,-
2841,1,세계,NWS_I
2842,2,뉴스,NWS_B
2843,3,좀,-
2844,4,알려줘,-
2845,1,어제의,DAT_B
2846,2,사회,NWS_I
2847,3,뉴스는,NWS_B
2848,4,좀,-
2849,1,어제의,DAT_B
2850,2,과학,NWS_I
2851,3,뉴스는,NWS_B
2852,4,머머,-
2853,5,있어?,-
2854,1,어제의,DAT_B
2855,2,과학,NWS_I
2856,3,뉴스,NWS_B
2857,4,머머,-
2858,5,있어?,-
2859,1,오늘의,DAT_B
2860,2,과학,NWS_I
2861,3,뉴스,NWS_B
2862,4,좀,-
2863,1,오늘의,DAT_B
2864,2,세계,NWS_I
2865,3,뉴스,NWS_B
2866,4,새로,-
2867,5,나온거,-
2868,6,있어?,-
2869,1,오늘의,DAT_B
2870,2,생활,NWS_I
2871,3,뉴스,NWS_B
2872,4,좀,-
2873,5,알려줘,-
2874,1,과학,NWS_I
2875,2,뉴스는,NWS_B
2876,1,오늘의,DAT_B
2877,2,정치,NWS_I
2878,3,뉴스는,NWS_B
2879,1,오늘의,DAT_B
2880,2,세계,NWS_I
2881,3,뉴스는,NWS_B
2882,4,머가,-
2883,5,있어?,-
2884,1,오늘의,DAT_B
2885,2,경제,NWS_I
2886,3,뉴스,NWS_B
2887,4,좀,-
2888,1,어제의,DAT_B
2889,2,생활/문화,NWS_I
2890,3,뉴스,NWS_B
2891,4,좀,-
2892,5,알려줘,-
2893,1,경제,NWS_I
2894,2,뉴스,NWS_B
2895,3,좀,-
2896,4,알려줘,-
2897,1,어제의,DAT_B
2898,2,생활/문화,NWS_I
2899,3,뉴스,NWS_B
2900,4,좀,-
2901,1,문화,NWS_I
2902,2,뉴스,NWS_B
2903,3,좀,-
2904,1,문화,NWS_I
2905,2,뉴스는,NWS_B
2906,3,알려줘.,-
2907,1,어제의,DAT_B
2908,2,IT/과학,NWS_I
2909,3,뉴스,NWS_B
2910,4,새로,-
2911,5,나온거,-
2912,6,있어?,-
2913,1,어제의,DAT_B
2914,2,경제,NWS_I
2915,3,뉴스는,NWS_B
2916,4,좀,-
2917,5,알려줘,-
2918,1,오늘의,DAT_B
2919,2,생활/문화,NWS_I
2920,3,뉴스,NWS_B
2921,4,좀,-
2922,1,어제의,DAT_B
2923,2,문화,NWS_I
2924,3,뉴스,NWS_B
2925,4,머가,-
2926,5,있어?,-
2927,1,IT/과학,NWS_I
2928,2,뉴스,NWS_B
2929,3,좀,-
2930,1,어제의,DAT_B
2931,2,생활,NWS_I
2932,3,뉴스,NWS_B
2933,1,오늘의,DAT_B
2934,2,문화,NWS_I
2935,3,뉴스,NWS_B
2936,4,머가,-
2937,5,있어?,-
2938,1,오늘의,DAT_B
2939,2,세계,NWS_I
2940,3,뉴스는,NWS_B
2941,4,머머,-
2942,5,있어?,-
2943,1,어제의,DAT_B
2944,2,사회,NWS_I
2945,3,뉴스는,NWS_B
2946,4,좀,-
2947,5,알려줘,-
2948,1,어제의,DAT_B
2949,2,생활/문화,NWS_I
2950,3,뉴스는,NWS_B
2951,4,머가,-
2952,5,있어?,-
2953,1,문화,NWS_I
2954,2,뉴스,NWS_B
2955,3,머가,-
2956,4,있어?,-
2957,1,오늘의,DAT_B
2958,2,생활,NWS_I
2959,3,뉴스,NWS_B
2960,4,알려줘.,-
2961,1,생활/문화,NWS_I
2962,2,뉴스,NWS_B
2963,3,머가,-
2964,4,있어?,-
2965,1,어제의,DAT_B
2966,2,생활,NWS_I
2967,3,뉴스,NWS_B
2968,4,좀,-
2969,1,오늘의,DAT_B
2970,2,사회,NWS_I
2971,3,뉴스,NWS_B
2972,4,좀,-
2973,5,알려줘,-
2974,1,어제의,DAT_B
2975,2,정치,NWS_I
2976,3,뉴스,NWS_B
2977,1,어제의,DAT_B
2978,2,사회,NWS_I
2979,3,뉴스는,NWS_B
2980,4,머머,-
2981,5,있어?,-
2982,1,어제의,DAT_B
2983,2,IT,NWS_I
2984,3,뉴스,NWS_B
2985,4,머머,-
2986,5,있어?,-
2987,1,어제의,DAT_B
2988,2,정치,NWS_I
2989,3,뉴스는,NWS_B
2990,4,새로,-
2991,5,나온거,-
2992,6,있어?,-
2993,1,오늘의,DAT_B
2994,2,IT/과학,NWS_I
2995,3,뉴스는,NWS_B
2996,4,머가,-
2997,5,있어?,-
2998,1,문화,NWS_I
2999,2,뉴스,NWS_B
3000,3,알려줘.,-
3001,1,오늘의,DAT_B
3002,2,사회,NWS_I
3003,3,뉴스,NWS_B
3004,4,좀,-
3005,1,경제,NWS_I
3006,2,뉴스,NWS_B
3007,3,머머,-
3008,4,있어?,-
3009,1,과학,NWS_I
3010,2,뉴스,NWS_B
3011,3,머가,-
3012,4,있어?,-
3013,1,어제의,DAT_B
3014,2,사회,NWS_I
3015,3,뉴스는,NWS_B
3016,4,좀,-
3017,5,알려줘,-
3018,1,오늘의,DAT_B
3019,2,정치,NWS_I
3020,3,뉴스,NWS_B
3021,4,좀,-
3022,5,알려줘,-
3023,1,어제의,DAT_B
3024,2,생활/문화,NWS_I
3025,3,뉴스는,NWS_B
3026,4,좀,-
3027,1,어제의,DAT_B
3028,2,사회,NWS_I
3029,3,뉴스는,NWS_B
3030,4,새로,-
3031,5,나온거,-
3032,6,있어?,-
3033,1,오늘의,DAT_B
3034,2,세계,NWS_I
3035,3,뉴스,NWS_B
3036,4,머머,-
3037,5,있어?,-
3038,1,IT,NWS_I
3039,2,뉴스는,NWS_B
3040,3,좀,-
3041,4,알려줘,-
3042,1,과학,NWS_I
3043,2,뉴스는,NWS_B
3044,3,알려줘.,-
3045,1,생활/문화,NWS_I
3046,2,뉴스는,NWS_B
3047,3,좀,-
3048,1,오늘의,DAT_B
3049,2,세계,NWS_I
3050,3,뉴스는,NWS_B
3051,4,새로,-
3052,5,나온거,-
3053,6,있어?,-
3054,1,오늘의,DAT_B
3055,2,생활/문화,NWS_I
3056,3,뉴스,NWS_B
3057,1,생활,NWS_I
3058,2,뉴스,NWS_B
3059,3,좀,-
3060,4,알려줘,-
3061,1,어제의,DAT_B
3062,2,세계,NWS_I
3063,3,뉴스는,NWS_B
3064,4,좀,-
3065,5,알려줘,-
3066,1,오늘의,DAT_B
3067,2,경제,NWS_I
3068,3,뉴스는,NWS_B
3069,4,알려줘.,-
3070,1,문화,NWS_I
3071,2,뉴스,NWS_B
3072,3,머머,-
3073,4,있어?,-
3074,1,어제의,DAT_B
3075,2,세계,NWS_I
3076,3,뉴스,NWS_B
3077,4,좀,-
3078,5,알려줘,-
3079,1,경제,NWS_I
3080,2,뉴스는,NWS_B
3081,3,알려줘.,-
3082,1,오늘의,DAT_B
3083,2,과학,NWS_I
3084,3,뉴스,NWS_B
3085,4,좀,-
3086,5,알려줘,-
3087,1,IT,NWS_I
3088,2,뉴스는,NWS_B
3089,1,생활,NWS_I
3090,2,뉴스,NWS_B
3091,3,새로,-
3092,4,나온거,-
3093,5,있어?,-
3094,1,IT/과학,NWS_I
3095,2,뉴스는,NWS_B
3096,3,머머,-
3097,4,있어?,-
3098,1,오늘의,DAT_B
3099,2,생활/문화,NWS_I
3100,3,뉴스,NWS_B
3101,4,머가,-
3102,5,있어?,-
3103,1,오늘의,DAT_B
3104,2,세계,NWS_I
3105,3,뉴스,NWS_B
3106,4,좀,-
3107,1,생활/문화,NWS_I
3108,2,뉴스,NWS_B
3109,3,새로,-
3110,4,나온거,-
3111,5,있어?,-
3112,1,어제의,DAT_B
3113,2,뉴스는,NWS_B
3114,3,알려줘.,-
3115,1,사회,NWS_I
3116,2,뉴스는,NWS_B
3117,3,좀,-
3118,4,알려줘,-
3119,1,어제의,DAT_B
3120,2,IT,NWS_I
3121,3,뉴스는,NWS_B
3122,4,새로,-
3123,5,나온거,-
3124,6,있어?,-
3125,1,어제의,DAT_B
3126,2,정치,NWS_I
3127,3,뉴스는,NWS_B
3128,4,알려줘.,-
3129,1,뉴스는,NWS_B
3130,1,오늘의,DAT_B
3131,2,세계,NWS_I
3132,3,뉴스,NWS_B
3133,4,알려줘.,-
3134,1,오늘의,DAT_B
3135,2,뉴스는,NWS_B
3136,3,좀,-
3137,1,어제의,DAT_B
3138,2,정치,NWS_I
3139,3,뉴스는,NWS_B
3140,4,좀,-
3141,5,알려줘,-
3142,1,어제의,DAT_B
3143,2,사회,NWS_I
3144,3,뉴스는,NWS_B
3145,1,어제의,DAT_B
3146,2,IT/과학,NWS_I
3147,3,뉴스는,NWS_B
3148,4,좀,-
3149,1,IT/과학,NWS_I
3150,2,뉴스,NWS_B
3151,3,새로,-
3152,4,나온거,-
3153,5,있어?,-
3154,1,세계,NWS_I
3155,2,뉴스,NWS_B
3156,3,새로,-
3157,4,나온거,-
3158,5,있어?,-
3159,1,생활/문화,NWS_I
3160,2,뉴스,NWS_B
3161,3,머가,-
3162,4,있어?,-
3163,1,어제의,DAT_B
3164,2,정치,NWS_I
3165,3,뉴스는,NWS_B
3166,4,좀,-
3167,5,알려줘,-
3168,1,오늘의,DAT_B
3169,2,뉴스,NWS_B
3170,3,새로,-
3171,4,나온거,-
3172,5,있어?,-
3173,1,오늘의,DAT_B
3174,2,과학,NWS_I
3175,3,뉴스,NWS_B
3176,4,좀,-
3177,1,어제의,DAT_B
3178,2,사회,NWS_I
3179,3,뉴스,NWS_B
3180,4,알려줘.,-
3181,1,어제의,DAT_B
3182,2,경제,NWS_I
3183,3,뉴스,NWS_B
3184,4,알려줘.,-
3185,1,오늘의,DAT_B
3186,2,과학,NWS_I
3187,3,뉴스는,NWS_B
3188,4,좀,-
3189,1,어제의,DAT_B
3190,2,과학,NWS_I
3191,3,뉴스,NWS_B
3192,1,IT/과학,NWS_I
3193,2,뉴스는,NWS_B
3194,3,새로,-
3195,4,나온거,-
3196,5,있어?,-
3197,1,오늘의,DAT_B
3198,2,뉴스는,NWS_B
3199,3,새로,-
3200,4,나온거,-
3201,5,있어?,-
3202,1,어제의,DAT_B
3203,2,세계,NWS_I
3204,3,뉴스,NWS_B
3205,4,좀,-
3206,5,알려줘,-
3207,1,생활/문화,NWS_I
3208,2,뉴스는,NWS_B
3209,3,알려줘.,-
3210,1,사회,NWS_I
3211,2,뉴스,NWS_B
3212,3,머가,-
3213,4,있어?,-
3214,1,오늘의,DAT_B
3215,2,생활/문화,NWS_I
3216,3,뉴스는,NWS_B
3217,1,사회,NWS_I
3218,2,뉴스,NWS_B
3219,3,좀,-
3220,1,오늘의,DAT_B
3221,2,뉴스는,NWS_B
3222,3,머가,-
3223,4,있어?,-
3224,1,오늘의,DAT_B
3225,2,정치,NWS_I
3226,3,뉴스는,NWS_B
3227,4,머머,-
3228,5,있어?,-
3229,1,문화,NWS_I
3230,2,뉴스,NWS_B
3231,3,알려줘.,-
3232,1,생활/문화,NWS_I
3233,2,뉴스,NWS_B
3234,1,문화,NWS_I
3235,2,뉴스는,NWS_B
3236,3,머가,-
3237,4,있어?,-
3238,1,생활,NWS_I
3239,2,뉴스는,NWS_B
3240,3,좀,-
3241,1,어제의,DAT_B
3242,2,생활/문화,NWS_I
3243,3,뉴스는,NWS_B
3244,4,새로,-
3245,5,나온거,-
3246,6,있어?,-
3247,1,경제,NWS_I
3248,2,뉴스,NWS_B
3249,3,좀,-
3250,4,알려줘,-
3251,1,IT/과학,NWS_I
3252,2,뉴스는,NWS_B
3253,3,머가,-
3254,4,있어?,-
3255,1,오늘의,DAT_B
3256,2,경제,NWS_I
3257,3,뉴스,NWS_B
3258,4,좀,-
3259,1,IT,NWS_I
3260,2,뉴스,NWS_B
3261,3,머가,-
3262,4,있어?,-
3263,1,생활/문화,NWS_I
3264,2,뉴스,NWS_B
3265,3,좀,-
3266,1,어제의,DAT_B
3267,2,정치,NWS_I
3268,3,뉴스,NWS_B
3269,4,머가,-
3270,5,있어?,-
3271,1,정치,NWS_I
3272,2,뉴스는,NWS_B
3273,1,어제의,DAT_B
3274,2,정치,NWS_I
3275,3,뉴스,NWS_B
3276,4,새로,-
3277,5,나온거,-
3278,6,있어?,-
3279,1,오늘의,DAT_B
3280,2,사회,NWS_I
3281,3,뉴스,NWS_B
3282,4,알려줘.,-
3283,1,경제,NWS_I
3284,2,뉴스는,NWS_B
3285,3,머가,-
3286,4,있어?,-
3287,1,오늘의,DAT_B
3288,2,세계,NWS_I
3289,3,뉴스는,NWS_B
3290,4,머가,-
3291,5,있어?,-
3292,1,어제의,DAT_B
3293,2,경제,NWS_I
3294,3,뉴스는,NWS_B
3295,4,머가,-
3296,5,있어?,-
3297,1,어제의,DAT_B
3298,2,경제,NWS_I
3299,3,뉴스,NWS_B
3300,4,알려줘.,-
3301,1,경제,NWS_I
3302,2,뉴스,NWS_B
3303,3,머가,-
3304,4,있어?,-
3305,1,어제의,DAT_B
3306,2,IT/과학,NWS_I
3307,3,뉴스는,NWS_B
3308,4,좀,-
3309,5,알려줘,-
3310,1,어제의,DAT_B
3311,2,문화,NWS_I
3312,3,뉴스,NWS_B
3313,4,새로,-
3314,5,나온거,-
3315,6,있어?,-
3316,1,세계,NWS_I
3317,2,뉴스,NWS_B
3318,3,머가,-
3319,4,있어?,-
3320,1,뉴스,NWS_B
3321,2,좀,-
3322,3,알려줘,-
3323,1,어제의,DAT_B
3324,2,생활/문화,NWS_I
3325,3,뉴스,NWS_B
3326,4,머가,-
3327,5,있어?,-
3328,1,오늘의,DAT_B
3329,2,정치,NWS_I
3330,3,뉴스,NWS_B
3331,4,좀,-
3332,1,어제의,DAT_B
3333,2,과학,NWS_I
3334,3,뉴스는,NWS_B
3335,4,머가,-
3336,5,있어?,-
3337,1,사회,NWS_I
3338,2,뉴스,NWS_B
3339,3,좀,-
3340,1,오늘의,DAT_B
3341,2,생활,NWS_I
3342,3,뉴스는,NWS_B
3343,4,머머,-
3344,5,있어?,-
3345,1,오늘의,DAT_B
3346,2,생활/문화,NWS_I
3347,3,뉴스,NWS_B
3348,4,새로,-
3349,5,나온거,-
3350,6,있어?,-
3351,1,뉴스,NWS_B
3352,2,좀,-
3353,3,알려줘,-
3354,1,세계,NWS_I
3355,2,뉴스는,NWS_B
3356,3,머가,-
3357,4,있어?,-
3358,1,오늘의,DAT_B
3359,2,문화,NWS_I
3360,3,뉴스,NWS_B
3361,4,새로,-
3362,5,나온거,-
3363,6,있어?,-
3364,1,생활/문화,NWS_I
3365,2,뉴스,NWS_B
3366,3,머머,-
3367,4,있어?,-
3368,1,어제의,DAT_B
3369,2,IT/과학,NWS_I
3370,3,뉴스,NWS_B
3371,4,좀,-
3372,1,어제의,DAT_B
3373,2,과학,NWS_I
3374,3,뉴스는,NWS_B
3375,4,새로,-
3376,5,나온거,-
3377,6,있어?,-
3378,1,어제의,DAT_B
3379,2,생활,NWS_I
3380,3,뉴스,NWS_B
3381,4,머머,-
3382,5,있어?,-
3383,1,생활/문화,NWS_I
3384,2,뉴스는,NWS_B
3385,3,머머,-
3386,4,있어?,-
3387,1,생활/문화,NWS_I
3388,2,뉴스는,NWS_B
3389,1,오늘의,DAT_B
3390,2,사회,NWS_I
3391,3,뉴스,NWS_B
3392,4,알려줘.,-
3393,1,오늘의,DAT_B
3394,2,IT,NWS_I
3395,3,뉴스,NWS_B
3396,4,알려줘.,-
3397,1,어제의,DAT_B
3398,2,생활/문화,NWS_I
3399,3,뉴스,NWS_B
3400,1,어제의,DAT_B
3401,2,세계,NWS_I
3402,3,뉴스는,NWS_B
3403,1,오늘의,DAT_B
3404,2,사회,NWS_I
3405,3,뉴스,NWS_B
3406,4,새로,-
3407,5,나온거,-
3408,6,있어?,-
3409,1,세계,NWS_I
3410,2,뉴스,NWS_B
3411,3,알려줘.,-
3412,1,어제의,DAT_B
3413,2,정치,NWS_I
3414,3,뉴스는,NWS_B
3415,4,좀,-
3416,5,알려줘,-
3417,1,어제의,DAT_B
3418,2,과학,NWS_I
3419,3,뉴스는,NWS_B
3420,4,새로,-
3421,5,나온거,-
3422,6,있어?,-
3423,1,오늘의,DAT_B
3424,2,정치,NWS_I
3425,3,뉴스는,NWS_B
3426,4,좀,-
3427,1,IT,NWS_I
3428,2,뉴스,NWS_B
3429,3,좀,-
3430,1,오늘의,DAT_B
3431,2,생활/문화,NWS_I
3432,3,뉴스,NWS_B
3433,1,IT,NWS_I
3434,2,뉴스,NWS_B
3435,3,좀,-
3436,1,생활,NWS_I
3437,2,뉴스,NWS_B
3438,3,좀,-
3439,4,알려줘,-
3440,1,어제의,DAT_B
3441,2,생활/문화,NWS_I
3442,3,뉴스는,NWS_B
3443,4,좀,-
3444,5,알려줘,-
3445,1,오늘의,DAT_B
3446,2,문화,NWS_I
3447,3,뉴스는,NWS_B
3448,4,새로,-
3449,5,나온거,-
3450,6,있어?,-
3451,1,어제의,DAT_B
3452,2,IT,NWS_I
3453,3,뉴스,NWS_B
3454,4,머가,-
3455,5,있어?,-
3456,1,어제의,DAT_B
3457,2,생활,NWS_I
3458,3,뉴스,NWS_B
3459,4,좀,-
3460,1,문화,NWS_I
3461,2,뉴스,NWS_B
3462,3,알려줘.,-
3463,1,오늘의,DAT_B
3464,2,문화,NWS_I
3465,3,뉴스는,NWS_B
3466,4,머가,-
3467,5,있어?,-
3468,1,오늘의,DAT_B
3469,2,문화,NWS_I
3470,3,뉴스는,NWS_B
3471,4,새로,-
3472,5,나온거,-
3473,6,있어?,-
3474,1,어제의,DAT_B
3475,2,IT/과학,NWS_I
3476,3,뉴스,NWS_B
3477,4,좀,-
3478,1,세계,NWS_I
3479,2,뉴스,NWS_B
3480,3,좀,-
3481,1,오늘의,DAT_B
3482,2,IT/과학,NWS_I
3483,3,뉴스는,NWS_B
3484,4,새로,-
3485,5,나온거,-
3486,6,있어?,-
3487,1,어제의,DAT_B
3488,2,IT,NWS_I
3489,3,뉴스는,NWS_B
3490,4,좀,-
3491,5,알려줘,-
3492,1,세계,NWS_I
3493,2,뉴스,NWS_B
3494,3,머머,-
3495,4,있어?,-
3496,1,문화,NWS_I
3497,2,뉴스,NWS_B
3498,3,머가,-
3499,4,있어?,-
